Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross margin percentage;gross income;Rating
641-43-2399;B;Mandalay;Normal;Male;Home and lifestyle;25.55;4;5.11;10731;26/01/2019;20:23:00;Ewallet;4761904762;5.11;5.7
831-07-6050;A;Yangon;Normal;Male;Electronic accessories;32.71;5;81775;1717275;19/03/2019;11:30:00;Credit card;4761904762;81775;9.9
556-86-3144;C;Naypyitaw;Member;Female;Fashion accessories;74.29;1;37145;780045;13/01/2019;19:30:00;Cash;4761904762;37145;5.0
848-24-9445;C;Naypyitaw;Member;Male;Health and beauty;43.7;2;4.37;91.77;26/03/2019;18:03:00;Cash;4761904762;4.37;4.9
856-22-8149;A;Yangon;Normal;Female;Home and lifestyle;25.29;1;12645;265545;23/03/2019;10:13:00;Ewallet;4761904762;12645;6.1
699-01-4164;C;Naypyitaw;Normal;Male;Health and beauty;41.5;4;8.3;174.3;12/03/2019;19:58:00;Credit card;4761904762;8.3;8.2
420-11-4919;C;Naypyitaw;Member;Female;Food and beverages;71.39;5;178475;3747975;17/02/2019;19:57:00;Credit card;4761904762;178475;5.5
606-80-4905;C;Naypyitaw;Member;Female;Sports and travel;19.15;6;5745;120645;29/01/2019;10:01:00;Credit card;4761904762;5745;6.8
542-41-0513;B;Mandalay;Member;Female;Electronic accessories;57.49;4;11498;241458;15/03/2019;11:57:00;Cash;4761904762;11498;6.6
426-39-2418;C;Naypyitaw;Normal;Male;Electronic accessories;61.41;7;214935;4513635;14/01/2019;10:02:00;Cash;4761904762;214935;9.8
875-46-5808;B;Mandalay;Member;Male;Health and beauty;25.9;10;12.95;271.95;06/02/2019;14:51:00;Ewallet;4761904762;12.95;8.7
394-43-4238;B;Mandalay;Member;Male;Home and lifestyle;17.77;5;44425;932925;15/02/2019;12:42:00;Credit card;4761904762;44425;5.4
749-24-1565;A;Yangon;Normal;Female;Health and beauty;23.03;9;103635;2176335;03/01/2019;12:02:00;Ewallet;4761904762;103635;7.9
672-51-8681;C;Naypyitaw;Member;Female;Electronic accessories;66.65;9;299925;6298425;04/01/2019;18:19:00;Credit card;4761904762;299925;9.7
263-87-5680;C;Naypyitaw;Member;Female;Home and lifestyle;28.53;10;14265;299565;18/03/2019;17:38:00;Ewallet;4761904762;14265;7.8
573-58-9734;B;Mandalay;Normal;Female;Fashion accessories;30.37;3;45555;956655;28/03/2019;13:41:00;Ewallet;4761904762;45555;5.1
817-69-8206;B;Mandalay;Normal;Female;Electronic accessories;99.73;9;448785;9424485;02/03/2019;19:42:00;Credit card;4761904762;448785;6.5
888-02-0338;A;Yangon;Normal;Male;Electronic accessories;26.23;9;118035;2478735;25/01/2019;20:24:00;Ewallet;4761904762;118035;5.9
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages;93.26;9;41967;881307;16/01/2019;18:08:00;Cash;4761904762;41967;8.8
142-63-6033;B;Mandalay;Normal;Male;Home and lifestyle;92.36;5;23.09;484.89;20/03/2019;19:17:00;Ewallet;4761904762;23.09;4.9
656-16-1063;B;Mandalay;Normal;Male;Sports and travel;46.42;3;6963;146223;04/01/2019;13:24:00;Credit card;4761904762;6963;4.4
891-58-8335;B;Mandalay;Member;Female;Sports and travel;29.61;7;103635;2176335;11/03/2019;15:53:00;Cash;4761904762;103635;6.5
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle;18.28;1;0.914;19194;22/03/2019;15:05:00;Credit card;4761904762;0.914;8.3
560-30-5617;B;Mandalay;Normal;Female;Sports and travel;24.77;5;61925;1300425;24/03/2019;18:27:00;Cash;4761904762;61925;8.5
319-74-2561;A;Yangon;Member;Female;Electronic accessories;94.64;3;14196;298116;21/02/2019;16:55:00;Cash;4761904762;14196;5.5
549-03-9315;B;Mandalay;Normal;Male;Fashion accessories;94.87;8;37948;796908;12/02/2019;12:58:00;Ewallet;4761904762;37948;8.7
790-29-1172;B;Mandalay;Normal;Female;Food and beverages;57.34;3;8601;180621;10/03/2019;18:59:00;Credit card;4761904762;8601;7.9
239-36-3640;B;Mandalay;Normal;Male;Electronic accessories;45.35;6;13605;285705;31/01/2019;13:44:00;Ewallet;4761904762;13605;6.1
468-01-2051;B;Mandalay;Normal;Male;Food and beverages;62.08;7;21728;456288;06/03/2019;13:46:00;Ewallet;4761904762;21728;5.4
389-25-3394;C;Naypyitaw;Normal;Male;Electronic accessories;11.81;5;29525;620025;17/02/2019;18:06:00;Cash;4761904762;29525;9.4
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories;12.54;1;0.627;13167;21/02/2019;12:38:00;Cash;4761904762;0.627;8.2
213-72-6612;A;Yangon;Normal;Male;Food and beverages;43.25;2;4325;90825;20/03/2019;15:56:00;Cash;4761904762;4325;6.2
746-68-6593;C;Naypyitaw;Member;Female;Sports and travel;87.16;2;8716;183036;11/01/2019;14:29:00;Credit card;4761904762;8716;9.7
836-82-5858;B;Mandalay;Member;Male;Health and beauty;69.37;9;312165;6555465;26/01/2019;19:14:00;Ewallet;4761904762;312165;4.0
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories;37.06;4;7412;155652;31/01/2019;16:24:00;Ewallet;4761904762;7412;9.7
466-61-5506;B;Mandalay;Member;Female;Electronic accessories;90.7;6;27.21;571.41;26/02/2019;10:52:00;Cash;4761904762;27.21;5.3
721-86-6247;A;Yangon;Normal;Female;Home and lifestyle;63.42;8;25368;532728;11/03/2019;12:55:00;Ewallet;4761904762;25368;7.4
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories;81.37;2;8137;170877;26/01/2019;19:28:00;Cash;4761904762;8137;6.5
545-46-3100;B;Mandalay;Member;Female;Electronic accessories;10.59;3;15885;333585;12/03/2019;13:52:00;Credit card;4761904762;15885;8.7
418-02-5978;B;Mandalay;Normal;Female;Health and beauty;84.09;9;378405;7946505;11/02/2019;10:54:00;Cash;4761904762;378405;8.0
269-04-5750;B;Mandalay;Member;Male;Fashion accessories;73.82;4;14764;310044;21/02/2019;18:31:00;Cash;4761904762;14764;6.7
157-13-5295;A;Yangon;Member;Male;Health and beauty;51.94;10;25.97;545.37;09/03/2019;18:24:00;Ewallet;4761904762;25.97;6.5
645-78-8093;A;Yangon;Normal;Female;Sports and travel;93.14;2;9314;195594;20/01/2019;18:09:00;Ewallet;4761904762;9314;4.1
211-30-9270;C;Naypyitaw;Normal;Male;Health and beauty;17.41;5;43525;914025;28/01/2019;15:16:00;Credit card;4761904762;43525;4.9
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories;44.22;5;11055;232155;05/03/2019;17:07:00;Credit card;4761904762;11055;8.6
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;13.22;5;3305;69405;02/03/2019;19:26:00;Cash;4761904762;3305;4.3
478-06-7835;A;Yangon;Normal;Male;Fashion accessories;89.69;1;44845;941745;11/01/2019;11:20:00;Ewallet;4761904762;44845;4.9
540-11-4336;A;Yangon;Normal;Male;Food and beverages;24.94;9;11223;235683;11/01/2019;16:49:00;Credit card;4761904762;11223;5.6
448-81-5016;A;Yangon;Normal;Male;Health and beauty;59.77;2;5977;125517;11/03/2019;12:01:00;Credit card;4761904762;5977;5.8
142-72-4741;C;Naypyitaw;Member;Male;Fashion accessories;93.2;2;9.32;195.72;28/02/2019;18:37:00;Credit card;4761904762;9.32;6.0
217-58-1179;A;Yangon;Member;Male;Home and lifestyle;62.65;4;12.53;263.13;05/01/2019;11:25:00;Cash;4761904762;12.53;4.2
376-02-8238;B;Mandalay;Normal;Male;Home and lifestyle;93.87;8;37548;788508;02/02/2019;18:42:00;Credit card;4761904762;37548;8.3
530-90-9855;A;Yangon;Member;Male;Home and lifestyle;47.59;8;19036;399756;01/01/2019;14:47:00;Cash;4761904762;19036;5.7
866-05-7563;B;Mandalay;Member;Female;Electronic accessories;81.4;3;12.21;256.41;09/02/2019;19:43:00;Cash;4761904762;12.21;4.8
604-70-6476;A;Yangon;Member;Male;Fashion accessories;17.94;5;4485;94185;23/01/2019;14:04:00;Ewallet;4761904762;4485;6.8
799-71-1548;A;Yangon;Member;Male;Electronic accessories;77.72;4;15544;326424;07/01/2019;16:11:00;Credit card;4761904762;15544;8.8
785-13-7708;B;Mandalay;Normal;Male;Food and beverages;73.06;7;25571;536991;14/01/2019;19:06:00;Credit card;4761904762;25571;4.2
845-51-0542;B;Mandalay;Member;Male;Food and beverages;46.55;9;209475;4398975;02/02/2019;15:34:00;Ewallet;4761904762;209475;6.4
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;35.19;10;17595;369495;17/03/2019;19:06:00;Credit card;4761904762;17595;8.4
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;14.39;2;1439;30219;02/03/2019;19:44:00;Credit card;4761904762;1439;7.2
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle;23.75;4;4.75;99.75;16/03/2019;11:22:00;Cash;4761904762;4.75;5.2
704-11-6354;A;Yangon;Member;Male;Home and lifestyle;58.9;8;23.56;494.76;06/01/2019;11:23:00;Cash;4761904762;23.56;8.9
110-48-7033;B;Mandalay;Member;Male;Fashion accessories;32.62;4;6524;137004;29/01/2019;14:12:00;Cash;4761904762;6524;9.0
366-93-0948;A;Yangon;Member;Male;Electronic accessories;66.35;1;33175;696675;31/01/2019;10:46:00;Credit card;4761904762;33175;9.7
729-09-9681;A;Yangon;Member;Male;Home and lifestyle;25.91;6;7773;163233;05/02/2019;10:16:00;Ewallet;4761904762;7773;8.7
151-16-1484;A;Yangon;Member;Male;Electronic accessories;32.25;4;6.45;135.45;13/02/2019;12:38:00;Ewallet;4761904762;6.45;6.5
380-94-4661;C;Naypyitaw;Member;Male;Electronic accessories;65.94;4;13188;276948;07/02/2019;13:05:00;Credit card;4761904762;13188;6.9
850-41-9669;A;Yangon;Normal;Female;Electronic accessories;75.06;9;33777;709317;19/03/2019;13:25:00;Ewallet;4761904762;33777;6.2
821-07-3596;C;Naypyitaw;Normal;Female;Fashion accessories;16.45;4;3.29;69.09;07/03/2019;14:53:00;Ewallet;4761904762;3.29;5.6
655-85-5130;B;Mandalay;Member;Female;Fashion accessories;38.3;4;7.66;160.86;13/03/2019;19:22:00;Cash;4761904762;7.66;5.7
447-15-7839;A;Yangon;Member;Female;Sports and travel;22.24;10;11.12;233.52;09/02/2019;11:00:00;Cash;4761904762;11.12;4.2
154-74-7179;B;Mandalay;Normal;Male;Sports and travel;54.45;1;27225;571725;26/02/2019;19:24:00;Ewallet;4761904762;27225;7.9
253-12-6086;A;Yangon;Member;Female;Sports and travel;98.4;7;34.44;723.24;12/03/2019;12:43:00;Credit card;4761904762;34.44;8.7
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;35.47;4;7094;148974;14/03/2019;17:22:00;Credit card;4761904762;7094;6.9
571-94-0759;B;Mandalay;Member;Female;Food and beverages;74.6;10;37.3;783.3;08/01/2019;20:55:00;Cash;4761904762;37.3;9.5
144-51-6085;A;Yangon;Member;Male;Home and lifestyle;70.74;4;14148;297108;05/01/2019;16:05:00;Credit card;4761904762;14148;4.4
731-14-2199;A;Yangon;Member;Female;Home and lifestyle;35.54;10;17.77;373.17;04/01/2019;13:34:00;Ewallet;4761904762;17.77;7.0
783-09-1637;B;Mandalay;Normal;Female;Sports and travel;67.43;5;168575;3540075;06/03/2019;18:13:00;Ewallet;4761904762;168575;6.3
687-15-1097;C;Naypyitaw;Member;Female;Health and beauty;21.12;2;2112;44352;03/01/2019;19:17:00;Cash;4761904762;2112;9.7
126-54-1082;A;Yangon;Member;Female;Home and lifestyle;21.54;9;9693;203553;07/01/2019;11:44:00;Credit card;4761904762;9693;8.8
633-91-1052;A;Yangon;Normal;Female;Home and lifestyle;12.03;2;1203;25263;27/01/2019;15:51:00;Cash;4761904762;1203;5.1
477-24-6490;B;Mandalay;Normal;Female;Health and beauty;99.71;6;29913;628173;26/02/2019;16:52:00;Ewallet;4761904762;29913;7.9
566-19-5475;B;Mandalay;Normal;Male;Fashion accessories;47.97;7;167895;3525795;07/01/2019;20:52:00;Cash;4761904762;167895;6.2
526-86-8552;C;Naypyitaw;Member;Female;Home and lifestyle;21.82;10;10.91;229.11;07/01/2019;17:36:00;Cash;4761904762;10.91;7.1
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;95.42;4;19084;400764;02/02/2019;13:23:00;Ewallet;4761904762;19084;6.4
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;70.99;10;35495;745395;20/03/2019;16:28:00;Cash;4761904762;35495;5.7
828-61-5674;A;Yangon;Member;Male;Sports and travel;44.02;10;22.01;462.21;20/03/2019;19:57:00;Credit card;4761904762;22.01;9.6
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle;69.96;8;27984;587664;15/02/2019;17:01:00;Credit card;4761904762;27984;6.4
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle;37.0;1;1.85;38.85;06/03/2019;13:29:00;Credit card;4761904762;1.85;7.9
490-29-1201;A;Yangon;Normal;Female;Sports and travel;15.34;1;0.767;16107;06/01/2019;11:09:00;Cash;4761904762;0.767;6.5
667-92-0055;A;Yangon;Member;Male;Health and beauty;99.83;6;29949;628929;04/03/2019;15:02:00;Ewallet;4761904762;29949;8.5
565-17-3836;A;Yangon;Member;Female;Health and beauty;47.67;4;9534;200214;12/03/2019;14:21:00;Cash;4761904762;9534;9.1
498-41-1961;B;Mandalay;Normal;Male;Health and beauty;66.68;5;16.67;350.07;20/02/2019;18:01:00;Cash;4761904762;16.67;7.6
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;74.86;1;3743;78603;24/03/2019;14:49:00;Cash;4761904762;3743;6.9
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;23.75;9;106875;2244375;31/01/2019;12:02:00;Cash;4761904762;106875;9.5
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;48.51;7;169785;3565485;25/01/2019;13:30:00;Credit card;4761904762;169785;5.2
430-60-3493;A;Yangon;Member;Female;Home and lifestyle;94.88;7;33208;697368;03/02/2019;14:38:00;Cash;4761904762;33208;4.2
139-20-0155;B;Mandalay;Member;Male;Electronic accessories;40.3;10;20.15;423.15;24/01/2019;17:37:00;Credit card;4761904762;20.15;7.0
558-80-4082;C;Naypyitaw;Normal;Male;Electronic accessories;27.85;7;97475;2046975;14/03/2019;17:20:00;Ewallet;4761904762;97475;6.0
278-97-7759;A;Yangon;Member;Female;Electronic accessories;62.48;1;3124;65604;18/02/2019;20:29:00;Cash;4761904762;3124;4.7
316-68-6352;A;Yangon;Member;Female;Food and beverages;36.36;2;3636;76356;21/01/2019;10:00:00;Cash;4761904762;3636;7.1
585-03-5943;B;Mandalay;Normal;Male;Health and beauty;18.11;10;9055;190155;13/03/2019;11:46:00;Ewallet;4761904762;9055;5.9
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories;51.92;5;12.98;272.58;03/03/2019;13:42:00;Cash;4761904762;12.98;7.5
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;28.84;4;5768;121128;29/03/2019;14:44:00;Cash;4761904762;5768;6.4
744-02-5987;A;Yangon;Member;Male;Home and lifestyle;78.38;6;23514;493794;10/01/2019;14:16:00;Ewallet;4761904762;23514;5.8
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;60.01;4;12002;252042;25/01/2019;15:54:00;Cash;4761904762;12002;4.5
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;88.61;1;44305;930405;19/01/2019;10:21:00;Cash;4761904762;44305;7.7
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;99.82;2;9982;209622;02/01/2019;18:09:00;Credit card;4761904762;9982;6.7
573-10-3877;B;Mandalay;Member;Male;Health and beauty;39.01;1;19505;409605;12/03/2019;16:46:00;Credit card;4761904762;19505;4.7
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages;48.61;1;24305;510405;25/02/2019;15:31:00;Cash;4761904762;24305;4.4
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;51.19;4;10238;214998;18/03/2019;17:15:00;Credit card;4761904762;10238;4.7
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories;14.96;8;5984;125664;23/02/2019;12:29:00;Cash;4761904762;5984;8.6
411-77-0180;A;Yangon;Member;Male;Electronic accessories;72.2;7;25.27;530.67;26/03/2019;20:14:00;Ewallet;4761904762;25.27;4.3
286-01-5402;A;Yangon;Normal;Female;Sports and travel;40.23;7;140805;2956905;30/03/2019;13:22:00;Cash;4761904762;140805;9.6
803-17-8013;A;Yangon;Member;Female;Home and lifestyle;88.79;8;35516;745836;17/02/2019;17:09:00;Cash;4761904762;35516;4.1
512-98-1403;A;Yangon;Member;Female;Electronic accessories;26.48;3;3972;83412;21/03/2019;10:40:00;Ewallet;4761904762;3972;4.7
848-42-2560;A;Yangon;Normal;Female;Fashion accessories;81.91;2;8191;172011;05/03/2019;17:43:00;Cash;4761904762;8191;7.8
532-59-7201;B;Mandalay;Member;Male;Sports and travel;79.93;6;23979;503559;31/01/2019;14:04:00;Cash;4761904762;23979;5.5
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories;69.33;2;6933;145593;05/02/2019;19:05:00;Ewallet;4761904762;6933;9.7
870-76-1733;A;Yangon;Member;Female;Food and beverages;14.23;5;35575;747075;01/02/2019;10:08:00;Credit card;4761904762;35575;4.4
423-64-4619;A;Yangon;Member;Female;Health and beauty;15.55;9;69975;1469475;07/03/2019;13:12:00;Cash;4761904762;69975;5.0
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories;78.13;10;39065;820365;10/02/2019;20:51:00;Cash;4761904762;39065;4.4
174-36-3675;C;Naypyitaw;Member;;Food and beverages;99.37;2;9937;208677;14/02/2019;17:29:00;Cash;4761904762;9937;5.2
428-83-5800;C;Naypyitaw;Member;Female;Food and beverages;21.08;3;3162;66402;09/02/2019;10:25:00;Cash;4761904762;3162;7.3
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories;;5;186975;3926475;10/01/2019;11:34:00;Cash;4761904762;186975;4.9
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;29.67;7;103845;2180745;11/03/2019;18:58:00;Credit card;4761904762;103845;8.1
787-15-1757;C;Naypyitaw;Member;;Health and beauty;44.07;4;8814;185094;18/02/2019;16:28:00;Ewallet;4761904762;8814;8.4
649-11-3678;C;Naypyitaw;Normal;;Food and beverages;22.93;9;103185;2166885;26/02/2019;20:26:00;Cash;4761904762;103185;5.5
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;39.42;1;1971;41391;18/01/2019;15:08:00;Cash;4761904762;1971;8.4
372-94-8041;A;Yangon;Normal;Male;Health and beauty;15.26;6;4578;96138;15/02/2019;18:03:00;Ewallet;4761904762;4578;9.8
563-91-7120;A;Yangon;Normal;;Fashion accessories;61.77;5;154425;3242925;08/03/2019;13:21:00;Cash;4761904762;154425;6.7
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;21.52;6;6456;135576;17/01/2019;12:48:00;Credit card;4761904762;6456;9.4
276-54-0879;B;Mandalay;Normal;Male;Sports and travel;97.74;4;19548;410508;12/03/2019;19:53:00;Ewallet;4761904762;19548;6.4
815-11-1168;A;Yangon;Member;Male;Food and beverages;99.78;5;24945;523845;;19:09:00;Cash;4761904762;24945;5.4
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;94.26;4;18852;395892;12/03/2019;16:30:00;Cash;4761904762;18852;8.6
730-61-8757;B;Mandalay;Member;Male;Health and beauty;51.13;4;10226;214746;25/01/2019;10:11:00;Credit card;4761904762;10226;4.0
340-66-0321;A;Yangon;Member;Male;Electronic accessories;36.36;4;7272;152712;25/03/2019;13:07:00;Cash;4761904762;7272;7.6
868-81-1752;B;Mandalay;Normal;Male;Home and lifestyle;22.02;9;9909;208089;07/02/2019;18:48:00;Cash;4761904762;9909;6.8
634-97-8956;A;Yangon;Normal;Male;Food and beverages;32.9;3;4935;103635;17/02/2019;17:27:00;Credit card;4761904762;4935;9.1
566-71-1091;A;Yangon;Normal;Male;Fashion accessories;77.02;5;19255;404355;03/02/2019;15:59:00;Cash;4761904762;19255;5.5
442-48-3607;A;Yangon;Member;Male;Food and beverages;23.48;2;2348;49308;14/03/2019;11:21:00;Credit card;4761904762;2348;7.9
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel;14.7;5;3675;77175;24/03/2019;13:48:00;Ewallet;4761904762;3675;8.5
527-09-6272;A;Yangon;Member;Female;Electronic accessories;28.45;5;71125;1493625;21/03/2019;10:17:00;Credit card;4761904762;71125;9.1
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;76.4;9;34.38;721.98;19/03/2019;15:49:00;Ewallet;4761904762;34.38;7.5
692-27-8933;B;Mandalay;Normal;Female;Sports and travel;57.95;6;17385;365085;24/02/2019;13:02:00;Cash;4761904762;17385;5.2
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;47.65;3;71475;1500975;28/03/2019;12:58:00;Credit card;4761904762;71475;9.5
374-17-3652;B;Mandalay;Member;Female;Food and beverages;42.82;9;19269;404649;05/02/2019;15:26:00;Credit card;4761904762;19269;8.9
378-07-7001;B;Mandalay;Member;Male;Electronic accessories;48.09;3;72135;1514835;10/02/2019;18:23:00;Credit card;4761904762;72135;7.8
433-75-6987;B;Mandalay;Member;Female;Health and beauty;55.97;7;195895;4113795;05/03/2019;19:06:00;Ewallet;4761904762;195895;8.9
873-95-4984;B;Mandalay;Member;Female;Health and beauty;76.9;7;26915;565215;15/02/2019;20:21:00;Cash;4761904762;26915;7.7
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;97.03;5;242575;5094075;30/01/2019;16:24:00;Ewallet;4761904762;242575;9.3
150-89-8043;A;Yangon;Normal;Male;Sports and travel;44.65;3;66975;1406475;14/02/2019;15:04:00;Cash;4761904762;66975;6.2
135-84-8019;A;Yangon;Normal;Female;Fashion accessories;77.93;9;350685;7364385;27/02/2019;16:10:00;Ewallet;4761904762;350685;7.6
441-94-7118;A;Yangon;Member;Male;Electronic accessories;71.95;1;35975;755475;04/02/2019;12:14:00;Cash;4761904762;35975;7.3
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;89.25;8;35.7;749.7;20/01/2019;10:13:00;Cash;4761904762;35.7;4.7
531-80-1784;A;Yangon;Normal;Male;Electronic accessories;26.02;7;9107;191247;28/03/2019;17:38:00;Cash;4761904762;9107;5.1
400-45-1220;B;Mandalay;Normal;Female;Health and beauty;13.5;10;6.75;141.75;27/02/2019;11:06:00;Credit card;4761904762;6.75;4.8
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;99.3;10;49.65;1042.65;15/02/2019;14:53:00;Credit card;4761904762;49.65;6.6
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;51.69;7;180915;3799215;26/01/2019;18:22:00;Cash;4761904762;180915;5.5
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;54.73;7;191555;4022655;14/03/2019;19:02:00;Credit card;4761904762;191555;8.5
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;27.0;9;12.15;255.15;02/03/2019;14:16:00;Cash;4761904762;12.15;4.8
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1512;31752;04/03/2019;15:44:00;Cash;4761904762;1512;8.4
889-04-9723;B;Mandalay;Member;Female;Food and beverages;89.14;4;17828;374388;07/01/2019;12:20:00;Credit card;4761904762;17828;7.8
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;37.55;10;18775;394275;08/03/2019;20:01:00;Credit card;4761904762;18775;9.3
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;95.44;10;47.72;1002.12;09/01/2019;13:45:00;Cash;4761904762;47.72;5.2
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories;27.5;3;4125;86625;01/03/2019;15:40:00;Ewallet;4761904762;4125;6.5
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;74.97;1;37485;787185;16/03/2019;16:58:00;Cash;4761904762;37485;5.6
612-36-5536;A;Yangon;Member;Male;Food and beverages;80.96;8;32384;680064;17/02/2019;11:12:00;Credit card;4761904762;32384;7.4
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;94.47;8;37788;793548;27/02/2019;15:12:00;Cash;4761904762;37788;9.1
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages;99.79;2;9979;209559;07/03/2019;20:37:00;Ewallet;4761904762;9979;8.0
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;73.22;6;21966;461286;21/01/2019;17:44:00;Cash;4761904762;21966;7.2
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;41.24;4;8248;173208;19/02/2019;16:23:00;Cash;4761904762;8248;7.1
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;81.68;4;16336;343056;06/01/2019;12:12:00;Cash;4761904762;16336;9.1
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;51.32;9;23094;484974;14/03/2019;19:33:00;Cash;4761904762;23094;5.6
468-88-0009;A;Yangon;Member;Male;Home and lifestyle;65.94;4;13188;276948;24/03/2019;10:29:00;Cash;4761904762;13188;6.0
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;14.36;10;7.18;150.78;27/01/2019;14:28:00;Cash;4761904762;7.18;5.4
254-31-0042;A;Yangon;Member;Male;Electronic accessories;21.5;9;9675;203175;06/03/2019;12:46:00;Credit card;4761904762;9675;7.8
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;26.26;7;9191;193011;02/02/2019;19:40:00;Cash;4761904762;9191;9.9
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;60.96;2;6096;128016;25/01/2019;19:39:00;Credit card;4761904762;6096;4.9
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;70.11;6;21033;441693;14/03/2019;17:54:00;Ewallet;4761904762;21033;5.2
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;42.08;6;12624;265104;29/01/2019;12:25:00;Cash;4761904762;12624;8.9
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle;67.09;5;167725;3522225;03/01/2019;16:47:00;Credit card;4761904762;167725;9.1
667-23-5919;A;Yangon;Member;Female;Fashion accessories;96.7;5;24175;507675;14/01/2019;12:52:00;Ewallet;4761904762;24175;7.0
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle;35.38;9;15921;334341;05/01/2019;19:50:00;Credit card;4761904762;15921;9.6
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;95.49;7;334215;7018515;22/02/2019;18:17:00;Ewallet;4761904762;334215;8.7
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;96.98;4;19396;407316;06/02/2019;17:20:00;Ewallet;4761904762;19396;9.4
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories;23.65;4;4.73;99.33;30/01/2019;13:32:00;Credit card;4761904762;4.73;4.0
289-15-7034;A;Yangon;Member;Male;Sports and travel;82.33;4;16466;345786;11/01/2019;10:37:00;Credit card;4761904762;16466;7.5
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2661;55881;19/03/2019;14:35:00;Cash;4761904762;2661;4.2
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;99.69;5;249225;5233725;14/01/2019;12:09:00;Cash;4761904762;249225;9.9
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;74.89;4;14978;314538;01/03/2019;15:32:00;Ewallet;4761904762;14978;4.2
662-72-2873;A;Yangon;Normal;Female;Food and beverages;40.94;5;10235;214935;06/01/2019;13:58:00;Ewallet;4761904762;10235;9.9
525-88-7307;B;Mandalay;Member;Male;Sports and travel;75.82;1;3791;79611;31/01/2019;13:19:00;Cash;4761904762;3791;5.8
